key_with_zip,key_no_zip,address,city,zip,licensee,lat,lng
"203 S. Foch Street, Truth or Consequences 87901.0","203 S. Foch Street, Truth or Consequences",203 S. Foch Street,Truth or Consequences,87901.0,PURLIFE - FOCH STREET RETAIL,,
"280 Date St, Truth or Consequences 87901.0","280 Date St, Truth or Consequences",280 Date St,Truth or Consequences,87901.0,"RMC NM, INC - T OR C RETAIL",,
"412 Date St., Truth or Consequences 87901.0","412 Date St., Truth or Consequences",412 Date St.,Truth or Consequences,87901.0,HOT SPRINGS CANNABIS - DATE ST RETAIL,,
"610 N. Broadway, Truth or Consequences 87901.0","610 N. Broadway, Truth or Consequences",610 N. Broadway,Truth or Consequences,87901.0,NEW MEXICO TOP ORGANICS ULTRA HEALTH INC  BROADWAY RETAIL,,
"107 W Main St, Tucumcari 88401.0","107 W Main St, Tucumcari",107 W Main St,Tucumcari,88401.0,BETTER BUDS LLC/ RETAIL W MAIN ST,,
"123 Tucumcari Blvd, Tucumcari 88401.0","123 Tucumcari Blvd, Tucumcari",123 Tucumcari Blvd,Tucumcari,88401.0,YERBA BUENA/ RETAIL TUCUMCARI BLVD,,
"1501 East Rte 66, Tucumcari 88401.0","1501 East Rte 66, Tucumcari",1501 East Rte 66,Tucumcari,88401.0,DANK OF THE WEST - RETAIL,,
"1801 South Mountain Rd, Tucumcari 88401.0","1801 South Mountain Rd, Tucumcari",1801 South Mountain Rd,Tucumcari,88401.0,TAOS 420 CANNABIS  COFFEE LLC - TUCUMCARI RETAIL,,
"1824 South First Street, Tucumcari 88401.0","1824 South First Street, Tucumcari",1824 South First Street,Tucumcari,88401.0,"LIFTED, A FINE CANNABIS BOUTIQUE LLC/ RETAIL SOUTH FIRST STREET",,
"3023 S First St, Tucumcari 88401.0","3023 S First St, Tucumcari",3023 S First St,Tucumcari,88401.0,LAGGRAY LLC,,
"605 W Tucumcari Blvd, Tucumcari 88401.0","605 W Tucumcari Blvd, Tucumcari",605 W Tucumcari Blvd,Tucumcari,88401.0,"RMC NM, INC - TUCUMCARI BLVD RETAIL",,
"912 E Route 66 Blvd, Tucumcari 88401.0","912 E Route 66 Blvd, Tucumcari",912 E Route 66 Blvd,Tucumcari,88401.0,PROHIBITION 37 - ROUTE 66 RETAIL,,
"301 Central Avenue, Tularosa 88352.0","301 Central Avenue, Tularosa",301 Central Avenue,Tularosa,88352.0,ENCHANTED CALICO,,
"308 Granado Street, Tularosa 88352.0","308 Granado Street, Tularosa",308 Granado Street,Tularosa,88352.0,TDG LLC / TULAROSA DRY GOODS,,
"900 St Francis Dr, Tularosa 88352.0","900 St Francis Dr, Tularosa",900 St Francis Dr,Tularosa,88352.0,LAUGHING LEAF DISPENSARY- ST FRANCIS RETAIL,,
"900 St. Francis Dr, Tularosa 88352.0","900 St. Francis Dr, Tularosa",900 St. Francis Dr,Tularosa,88352.0,BUDDING INDUSTRIES LLC-  ST. FRANCIS DR. RETAILER,,
"1101 Vado Rd, Vado 88072.0","1101 Vado Rd, Vado",1101 Vado Rd,Vado,88072.0,PINOS ALTOS FARMS LLC,,
"350 W 8th St., Vaughn 88353.0","350 W 8th St., Vaughn",350 W 8th St.,Vaughn,88353.0,GRIND 2 PEACEFUL MIND LLC - 5TH ST RETAIL,,
"35 Rover Blvd, White Rock 87544.0","35 Rover Blvd, White Rock",35 Rover Blvd,White Rock,87544.0,420 TEA TIME LLC/ RETAIL- ROVER BLVD,,
"NM-264 491, Yah Ta Hey 87375.0","NM-264 491, Yah Ta Hey",NM-264 491,Yah Ta Hey,87375.0,MY STASH - NM-264 RETAIL,,
